bacteria,filter.D
Oscillibacter sp. NSJ-62,FALSE
Oscillibacter sp. PEA192,FALSE
Oscillibacter valericigenes,FALSE
Otariodibacter oris,FALSE
Ottowia oryzae,FALSE
Ottowia sp. oral taxon 894,TRUE
Owenweeksia hongkongensis,FALSE
Oxalobacter formigenes,FALSE
Oxynema sp. AP17,FALSE
Paenalcaligenes hominis,FALSE
Paenarthrobacter aurescens,FALSE
Paenarthrobacter ureafaciens,FALSE
Paenibacillus albus,FALSE
Paenibacillus alvei,FALSE
Paenibacillus antarcticus,FALSE
Paenibacillus baekrokdamisoli,FALSE
Paenibacillus barcinonensis,FALSE
Paenibacillus beijingensis,FALSE
Paenibacillus borealis,FALSE
Paenibacillus bovis,FALSE
Paenibacillus brasilensis,FALSE
Paenibacillus cellulosilyticus,FALSE
Paenibacillus cellulositrophicus,FALSE
Paenibacillus chitinolyticus,FALSE
Paenibacillus crassostreae,FALSE
Paenibacillus donghaensis,FALSE
Paenibacillus durus,FALSE
Paenibacillus glucanolyticus,FALSE
Paenibacillus graminis,FALSE
Paenibacillus guangzhouensis,FALSE
Paenibacillus ihbetae,FALSE
Paenibacillus jilunlii,FALSE
Paenibacillus kribbensis,FALSE
Paenibacillus larvae,FALSE
Paenibacillus lautus,FALSE
Paenibacillus lentus,FALSE
Paenibacillus lutimineralis,FALSE
Paenibacillus lycopersici,FALSE
Paenibacillus mucilaginosus,FALSE
Paenibacillus naphthalenovorans,FALSE
Paenibacillus odorifer,FALSE
Paenibacillus peoriae,FALSE
Paenibacillus physcomitrellae,FALSE
Paenibacillus polymyxa,FALSE
Paenibacillus protaetiae,FALSE
Paenibacillus psychroresistens,FALSE
Paenibacillus rhizovicinus,FALSE
Paenibacillus riograndensis,FALSE
Paenibacillus sabinae,FALSE
Paenibacillus sp. 32O-W,FALSE
Paenibacillus sp. 37,FALSE
Paenibacillus sp. B01,FALSE
Paenibacillus sp. BIHB4019,FALSE
Paenibacillus sp. CAA11,FALSE
Paenibacillus sp. Cedars,FALSE
Paenibacillus sp. DCT19,FALSE
Paenibacillus sp. E222,FALSE
Paenibacillus sp. FSL H7-0357,FALSE
Paenibacillus sp. FSL H7-0737,FALSE
Paenibacillus sp. FSL P4-0081,FALSE
Paenibacillus sp. FSL R5-0345,FALSE
Paenibacillus sp. FSL R5-0912,FALSE
Paenibacillus sp. FSL R7-0273,FALSE
Paenibacillus sp. FSL R7-0331,FALSE
Paenibacillus sp. HB172198,FALSE
Paenibacillus sp. IHB B 3084,FALSE
Paenibacillus sp. IHBB 10380,FALSE
Paenibacillus sp. JDR-2,FALSE
Paenibacillus sp. JNUCC-31,FALSE
Paenibacillus sp. JNUCC-32,FALSE
Paenibacillus sp. JZ16,FALSE
Paenibacillus sp. lzh-N1,FALSE
Paenibacillus sp. M-152,FALSE
Paenibacillus sp. oral taxon 786,FALSE
Paenibacillus sp. PAMC21692,FALSE
Paenibacillus sp. RUD330,FALSE
Paenibacillus sp. UniB2,FALSE
Paenibacillus sp. URB8-2,FALSE
Paenibacillus sp. Y412MC10,FALSE
Paenibacillus stellifer,FALSE
Paenibacillus swuensis,FALSE
Paenibacillus terrae,FALSE
Paenibacillus thiaminolyticus,FALSE
Paenibacillus xylanexedens,FALSE
Paenibacillus xylanilyticus,FALSE
Paenibacillus yonginensis,FALSE
Paeniclostridium sordellii,FALSE
Paenisporosarcina antarctica,FALSE
Paenisporosarcina sp. K2R23-3,FALSE
Pajaroellobacter abortibovis,FALSE
Palaeococcus pacificus,FALSE
Paludibacter propionicigenes,FALSE
Paludibaculum fermentans,FALSE
Paludisphaera borealis,FALSE
Panacibacter ginsenosidivorans,FALSE
Pandoraea apista,FALSE
Pandoraea faecigallinarum,FALSE
Pandoraea fibrosis,FALSE
Pandoraea norimbergensis,FALSE
Pandoraea oxalativorans,FALSE
Pandoraea pnomenusa,FALSE
Pandoraea pulmonicola,FALSE
Pandoraea sp. XY-2,FALSE
Pandoraea sputorum,FALSE
Pandoraea thiooxydans,FALSE
Pandoraea vervacti,FALSE
Pannonibacter phragmitetus,FALSE
Pantoea agglomerans,FALSE
Pantoea alhagi,FALSE
Pantoea ananatis,FALSE
Pantoea dispersa,FALSE
Pantoea eucalypti,FALSE
Pantoea rwandensis,FALSE
Pantoea sp. 201603H,FALSE
Pantoea sp. At-9b,FALSE
Pantoea sp. CCBC3-3-1,FALSE
Pantoea sp. MT58,FALSE
Pantoea sp. PSNIH1,FALSE
Pantoea sp. SM3640,FALSE
Pantoea sp. SO10,FALSE
Pantoea stewartii,FALSE
Pantoea vagans,FALSE
Parabacteroides distasonis,TRUE
Parabacteroides sp. CT06,FALSE
Paraburkholderia aromaticivorans,FALSE
Paraburkholderia atlantica,FALSE
Paraburkholderia caffeinilytica,FALSE
Paraburkholderia caledonica,FALSE
Paraburkholderia caribensis,FALSE
Paraburkholderia dokdonella,FALSE
Paraburkholderia fungorum,FALSE
Paraburkholderia graminis,FALSE
Paraburkholderia hospita,FALSE
Paraburkholderia megapolitana,FALSE
Paraburkholderia phenoliruptrix,FALSE
Paraburkholderia phymatum,FALSE
Paraburkholderia phytofirmans,FALSE
Paraburkholderia sp. 7MH5,FALSE
Paraburkholderia sp. 7Q-K02,FALSE
Paraburkholderia sp. DHF22,FALSE
Paraburkholderia sp. Msb3,FALSE
Paraburkholderia sp. PGU16,FALSE
Paraburkholderia sp. PGU19,FALSE
Paraburkholderia sp. SOS3,FALSE
Paraburkholderia sprentiae,FALSE
Paraburkholderia terrae,FALSE
Paraburkholderia terricola,FALSE
Paraburkholderia tropica,FALSE
Paraburkholderia xenovorans,FALSE
Parachlamydia acanthamoebae,FALSE
Paraclostridium bifermentans,FALSE
Paracoccus aminophilus,FALSE
Paracoccus aminovorans,FALSE
Paracoccus contaminans,FALSE
Paracoccus denitrificans,FALSE
Paracoccus jeotgali,FALSE
Paracoccus kondratievae,FALSE
Paracoccus liaowanqingii,FALSE
Paracoccus mutanolyticus,FALSE
Paracoccus pantotrophus,FALSE
Paracoccus sanguinis,FALSE
Paracoccus sp. AK26,FALSE
Paracoccus sp. Arc7-R13,FALSE
Paracoccus sp. BM15,FALSE
Paracoccus sp. SC2-6,FALSE
Paracoccus yeei,FALSE
Paracoccus zhejiangensis,FALSE
Paraflavitalea soli,FALSE
Parageobacillus genomosp. 1,FALSE
Parageobacillus thermoglucosidasius,FALSE
Parageobacillus toebii,FALSE
Paraglaciecola mesophila,FALSE
Paraglaciecola psychrophila,FALSE
Paraglaciecola sp. L1A13,FALSE
Paraglaciecola sp. L3A3,FALSE
Paraliobacillus sp. X-1125,FALSE
Paraoceanicella profunda,FALSE
Paraoerskovia marina,FALSE
Paraphotobacterium marinum,FALSE
Paraprevotella xylaniphila,FALSE
Pararhodospirillum photometricum,FALSE
Parasaccharibacter apium,FALSE
Parascardovia denticolens,FALSE
Parasedimentitalea marina,FALSE
Parashewanella spongiae,FALSE
Parashewanella tropica,FALSE
Parasphingopyxis algicola,FALSE
Parasphingopyxis sp. CP4,FALSE
Parolsenella catena,FALSE
Parvibaculum lavamentivorans,FALSE
Parvimonas micra,TRUE
Parvimonas sp. oral taxon 110,TRUE
Parvimonas sp. oral taxon 393,FALSE
Parvularcula bermudensis,FALSE
Pasteurella dagmatis,FALSE
Pasteurella multocida,TRUE
Pasteurella skyensis,FALSE
Paucibacter sp. KCTC 42545,FALSE
Pectinatus frisingensis,FALSE
Pectobacterium atrosepticum,FALSE
Pectobacterium brasiliense,FALSE
Pectobacterium carotovorum,FALSE
Pectobacterium odoriferum,FALSE
Pectobacterium parmentieri,FALSE
Pectobacterium polaris,FALSE
Pectobacterium punjabense,FALSE
Pectobacterium versatile,FALSE
Pectobacterium wasabiae,FALSE
Pediococcus acidilactici,FALSE
Pediococcus claussenii,FALSE
Pediococcus damnosus,FALSE
Pediococcus inopinatus,FALSE
Pediococcus pentosaceus,FALSE
Pedobacter cryoconitis,FALSE
Pedobacter ginsengisoli,FALSE
Pedobacter heparinus,FALSE
Pedobacter roseus,FALSE
Pedobacter sp. CJ43,FALSE
Pedobacter sp. eg,FALSE
Pedobacter sp. G11,FALSE
Pedobacter sp. HDW13,FALSE
Pedobacter sp. JBR3-12,FALSE
Pedobacter sp. KBS0701,FALSE
Pedobacter sp. PACM 27299,FALSE
Pedobacter sp. SW-16,FALSE
Pedobacter steynii,FALSE
Pedobacter suwonensis,FALSE
Pelagibaca abyssi,FALSE
Pelagibacterium halotolerans,FALSE
Pelistega sp. NLN63,FALSE
Pelobacter acetylenicus,FALSE
Pelobacter carbinolicus,FALSE
Pelobacter propionicus,FALSE
Pelobacter sp. SFB93,FALSE
Pelodictyon luteolum,FALSE
Pelodictyon phaeoclathratiforme,FALSE
Pelolinea submarina,FALSE
Pelosinus fermentans,FALSE
Pelosinus sp. UFO1,FALSE
Peptacetobacter hiranonis,FALSE
Peptoclostridium acidaminophilum,FALSE
Peptoniphilus asaccharolyticus,FALSE
Peptoniphilus harei,FALSE
Peptoniphilus indolicus,FALSE
Peptoniphilus ivorii,FALSE
Peptoniphilus lacrimalis,FALSE
Peptoniphilus sp. DNF00840,FALSE
Peptoniphilus sp. HMSC062D09,FALSE
Peptoniphilus sp. HMSC075B08,FALSE
Peptoniphilus sp. ING2-D1G,FALSE
Peptoniphilus sp. oral taxon 375,FALSE
Peptoniphilus sp. oral taxon 386,FALSE
Peptoniphilus sp. oral taxon 836,FALSE
Peptostreptococcaceae bacterium oral taxon 081,TRUE
Peptostreptococcaceae bacterium oral taxon 113,FALSE
Peptostreptococcaceae bacterium oral taxon 929,FALSE
Peptostreptococcus anaerobius,FALSE
Peptostreptococcus stomatis,TRUE
Peribacillus asahii,FALSE
Peribacillus butanolivorans,FALSE
Peribacillus muralis,FALSE
Peribacillus simplex,FALSE
Permianibacter aggregans,FALSE
Persephonella marina,FALSE
Persicimonas caeni,FALSE
Petrimonas mucosa,FALSE
Petrocella atlantisensis,FALSE
Petrotoga mobilis,FALSE
Phaeobacter gallaeciensis,FALSE
Phaeobacter inhibens,FALSE
Phaeobacter piscinae,FALSE
Phaeobacter porticola,FALSE
Phaeobacter sp. LSS9,FALSE
Phascolarctobacterium faecium,FALSE
Phenylobacterium sp. HYN0004,FALSE
Phenylobacterium zucineum,FALSE
Phocaeicola dorei,FALSE
Phocaeicola salanitronis,FALSE
Phocaeicola vulgatus,FALSE
Phoenicibacter congonensis,FALSE
Photobacterium damselae,FALSE
Photobacterium gaetbulicola,FALSE
Photobacterium profundum,FALSE
Photorhabdus asymbiotica,FALSE
Photorhabdus laumondii,FALSE
Photorhabdus thracensis,FALSE
Phreatobacter cathodiphilus,FALSE
Phreatobacter sp. NMCR1094,FALSE
Phreatobacter stygius,FALSE
Phycicoccus dokdonensis,FALSE
Phycicoccus endophyticus,FALSE
Phycicoccus sp. HDW14,FALSE
Phycisphaera mikurensis,FALSE
Phyllobacterium sp. 628,FALSE
Phyllobacterium zundukense,FALSE
Phytobacter diazotrophicus,FALSE
Phytobacter sp. SCO41,FALSE
Phytobacter ursingii,FALSE
Phytohabitans flavus,FALSE
Phytohabitans suffuscus,FALSE
Pichia kudriavzevii,FALSE
Picrophilus torridus,FALSE
Pigmentiphaga aceris,FALSE
Pigmentiphaga sp. H8,FALSE
Pimelobacter simplex,FALSE
Pirellula sp. SH-Sr6A,FALSE
Pirellula staleyi,FALSE
Piscirickettsia salmonis,FALSE
Pistricoccus aurantiacus,FALSE
Planctomyces sp. SH-PL14,FALSE
Planctomyces sp. SH-PL62,FALSE
Planctopirus ephydatiae,FALSE
Planctopirus limnophila,FALSE
Planktomarina temperata,FALSE
Planktothrix agardhii,FALSE
Planococcus antarcticus,FALSE
Planococcus dechangensis,FALSE
Planococcus donghaensis,FALSE
Planococcus faecalis,FALSE
Planococcus halocryophilus,FALSE
Planococcus kocurii,FALSE
Planococcus maritimus,FALSE
Planococcus plakortidis,FALSE
Planococcus rifietoensis,FALSE
Planococcus sp. MB-3u-03,FALSE
Planococcus sp. PAMC 21323,FALSE
Planococcus sp. Y42,FALSE
Planococcus versutus,FALSE
Planomicrobium glaciei,FALSE
Plantactinospora sp. BB1,FALSE
Plantactinospora sp. BC1,FALSE
Plantactinospora sp. KBS50,FALSE
Plantibacter flavus,FALSE
Plantibacter sp. M259,FALSE
Plantibacter sp. PA-3-X8,FALSE
Plautia stali symbiont,FALSE
Plesiomonas shigelloides,FALSE
Pleurocapsa minor,FALSE
Pluralibacter gergoviae,FALSE
Pochonia chlamydosporia,FALSE
Polaribacter haliotis,FALSE
Polaribacter reichenbachii,FALSE
Polaribacter sp. ALD11,FALSE
Polaribacter sp. BM10,FALSE
Polaribacter sp. Hel1_33_78,FALSE
Polaribacter sp. KT 15,FALSE
Polaribacter sp. KT25b,FALSE
Polaribacter sp. L12M9,FALSE
Polaribacter sp. L3A8,FALSE
Polaribacter sp. MED152,FALSE
Polaribacter sp. SA4-10,FALSE
Polaribacter sp. SA4-12,FALSE
Polaribacter vadi,FALSE
Polaromonas naphthalenivorans,FALSE
Polaromonas sp. JS666,FALSE
Polaromonas vacuolata,FALSE
Polymorphum gilvum,FALSE
Polynucleobacter acidiphobus,FALSE
Polynucleobacter asymbioticus,FALSE
Polynucleobacter difficilis,FALSE
Polynucleobacter duraquae,FALSE
Polynucleobacter necessarius,FALSE
Polynucleobacter paneuropaeus,FALSE
Polynucleobacter sp. LimPoW16,FALSE
Polynucleobacter sp. MWH-UH21B,FALSE
Polynucleobacter wuianus,FALSE
Pontibacillus sp. HMF3514,FALSE
Pontibacter actiniarum,FALSE
Pontibacter akesuensis,FALSE
Pontibacter korlensis,FALSE
Pontibacter pudoricolor,FALSE
Pontibacter russatus,FALSE
Pontibacter sp. SGAir0037,FALSE
Pontimonas salivibrio,FALSE
Pontivivens sp. MT2928,FALSE
Porphyrobacter neustonensis,FALSE
Porphyrobacter sp. CACIAM 03H1,FALSE
Porphyrobacter sp. HT-58-2,FALSE
Porphyrobacter sp. LM 6,FALSE
Porphyrobacter sp. YT40,FALSE
Porphyrobacter tepidarius,FALSE
Porphyromonas asaccharolytica,TRUE
Porphyromonas cangingivalis,TRUE
Porphyromonas catoniae,TRUE
Porphyromonas crevioricanis,FALSE
Porphyromonas endodontalis,TRUE
Porphyromonas gingivalis,TRUE
Porphyromonas sp. oral taxon 278,TRUE
Porphyromonas sp. oral taxon 279,TRUE
Porphyromonas uenonis,TRUE
Poseidonibacter lekithochrous,FALSE
Pradoshia sp. D12,FALSE
Pragia fontium,FALSE
Pragia sp. CF-458,FALSE
Prauserella marina,FALSE
Prevotella aurantiaca,TRUE
Prevotella baroniae,TRUE
Prevotella bivia,TRUE
Prevotella buccae,TRUE
Prevotella buccalis,TRUE
Prevotella dentalis,TRUE
Prevotella denticola,TRUE
Prevotella enoeca,TRUE
Prevotella fusca,TRUE
Prevotella histicola,TRUE
Prevotella intermedia,TRUE
Prevotella jejuni,TRUE
Prevotella loescheii,TRUE
Prevotella maculosa,TRUE
Prevotella marshii,TRUE
Prevotella melaninogenica,TRUE
Prevotella micans,TRUE
Prevotella multiformis,TRUE
Prevotella multisaccharivorax,TRUE
Prevotella nigrescens,TRUE
Prevotella oralis,TRUE
Prevotella oris,TRUE
Prevotella oulorum,TRUE
Prevotella pallens,TRUE
Prevotella pleuritidis,TRUE
Prevotella ruminicola,FALSE
Prevotella saccharolytica,TRUE
Prevotella salivae,TRUE
Prevotella scopos,TRUE
Prevotella shahii,TRUE
Prevotella sp. F0091,TRUE
Prevotella sp. oral taxon 299,TRUE
Prevotella sp. oral taxon 306,TRUE
Prevotella sp. oral taxon 313,TRUE
Prevotella sp. oral taxon 317,TRUE
Prevotella sp. oral taxon 376,TRUE
Prevotella sp. oral taxon 472,TRUE
Prevotella sp. oral taxon 473,TRUE
Prevotella sp. oral taxon 820,TRUE
Prevotella veroralis,TRUE
Prochlorococcus marinus,FALSE
Prochlorococcus sp. MIT 0604,FALSE
Prochlorococcus sp. MIT 0801,FALSE
Profundibacter amoris,FALSE
Propionibacterium acidifaciens,TRUE
Propionibacterium australiense,TRUE
Propionibacterium freudenreichii,TRUE
Propionibacterium sp. oral taxon 192,TRUE
Propionibacterium sp. oral taxon 193,FALSE
Propioniciclava sp. HDW11,FALSE
Propionimicrobium sp. Marseille-P3275,FALSE
Prosthecochloris aestuarii,FALSE
Prosthecochloris sp. CIB 2401,FALSE
Prosthecochloris sp. GSB1,FALSE
Prosthecochloris sp. HL-130-GSB,FALSE
Protaetiibacter intestinalis,FALSE
Protaetiibacter sp. SSC-01,FALSE
Proteiniphilum saccharofermentans,FALSE
Proteus cibarius,FALSE
Proteus columbae,FALSE
Proteus hauseri,FALSE
Proteus mirabilis,FALSE
Proteus sp. GOKU,FALSE
Proteus sp. ZN5,FALSE
Proteus vulgaris,FALSE
Providencia alcalifaciens,FALSE
Providencia heimbachae,FALSE
Providencia rettgeri,FALSE
Providencia rustigianii,FALSE
Providencia sneebia,FALSE
Providencia sp. WCHPHu000369,FALSE
Providencia stuartii,FALSE
Providencia vermicola,FALSE
Pseudactinotalea sp. HY158,FALSE
Pseudanabaena sp. ABRG5-3,FALSE
Pseudanabaena sp. PCC 7367,FALSE
Pseudarthrobacter chlorophenolicus,FALSE
Pseudarthrobacter equi,FALSE
Pseudarthrobacter phenanthrenivorans,FALSE
Pseudarthrobacter sp. BIM B-2242,FALSE
Pseudarthrobacter sp. NBSH8,FALSE
Pseudarthrobacter sp. NIBRBAC000502770,FALSE
Pseudarthrobacter sp. NIBRBAC000502771,FALSE
Pseudarthrobacter sp. NIBRBAC000502772,FALSE
Pseudarthrobacter sp. YJ56,FALSE
Pseudarthrobacter sulfonivorans,FALSE
Pseudescherichia vulneris,FALSE
Pseudoalteromonas agarivorans,FALSE
Pseudoalteromonas aliena,FALSE
Pseudoalteromonas arabiensis,FALSE
Pseudoalteromonas arctica,FALSE
Pseudoalteromonas atlantica,FALSE
Pseudoalteromonas carrageenovora,FALSE
Pseudoalteromonas donghaensis,FALSE
Pseudoalteromonas espejiana,FALSE
Pseudoalteromonas issachenkonii,FALSE
Pseudoalteromonas lipolytica,FALSE
Pseudoalteromonas luteoviolacea,FALSE
Pseudoalteromonas marina,FALSE
Pseudoalteromonas nigrifaciens,FALSE
Pseudoalteromonas paragorgicola,FALSE
Pseudoalteromonas phenolica,FALSE
Pseudoalteromonas piratica,FALSE
Pseudoalteromonas piscicida,FALSE
Pseudoalteromonas prydzensis,FALSE
Pseudoalteromonas rubra,FALSE
Pseudoalteromonas ruthenica,FALSE
Pseudoalteromonas shioyasakiensis,FALSE
Pseudoalteromonas sp. 1_2015MBL_MicDiv,FALSE
Pseudoalteromonas sp. 13-15,FALSE
Pseudoalteromonas sp. 16-SW-7,FALSE
Pseudoalteromonas sp. A25,FALSE
Pseudoalteromonas sp. Bsw20308,FALSE
Pseudoalteromonas sp. DL-6,FALSE
Pseudoalteromonas sp. JSTW,FALSE
Pseudoalteromonas sp. NC201,FALSE
Pseudoalteromonas sp. R3,FALSE
Pseudoalteromonas sp. SM9913,FALSE
Pseudoalteromonas sp. THAF3,FALSE
Pseudoalteromonas sp. Xi13,FALSE
Pseudoalteromonas spongiae,FALSE
Pseudoalteromonas tetraodonis,FALSE
Pseudoalteromonas translucida,FALSE
Pseudoalteromonas tunicata,FALSE
Pseudoalteromonas ulvae,FALSE
Pseudoarcobacter acticola,FALSE
Pseudobacter ginsenosidimutans,FALSE
Pseudobutyrivibrio xylanivorans,FALSE
Pseudoclostridium thermosuccinogenes,FALSE
Pseudodesulfovibrio aespoeensis,FALSE
Pseudodesulfovibrio indicus,FALSE
Pseudodesulfovibrio piezophilus,FALSE
Pseudodesulfovibrio profundus,FALSE
Pseudodesulfovibrio sp. SRB007,FALSE
Pseudodesulfovibrio sp. zrk46,FALSE
Pseudogulbenkiania sp. NH8B,FALSE
Pseudohalocynthiibacter aestuariivivens,FALSE
Pseudohongiella spirulinae,FALSE
Pseudolabrys sp. FHR47,FALSE
Pseudolabrys taiwanensis,FALSE
Pseudoleptotrichia goodfellowii,TRUE
Pseudolysobacter antarcticus,FALSE
Pseudomonas aeruginosa,TRUE
Pseudomonas agarici,FALSE
Pseudomonas alcaligenes,FALSE
Pseudomonas alcaliphila,FALSE
Pseudomonas alkylphenolica,FALSE
Pseudomonas amygdali,FALSE
Pseudomonas antarctica,FALSE
Pseudomonas arsenicoxydans,FALSE
Pseudomonas asiatica,FALSE
Pseudomonas asplenii,FALSE
Pseudomonas asturiensis,FALSE
Pseudomonas avellanae,FALSE
Pseudomonas azotoformans,FALSE
Pseudomonas balearica,FALSE
Pseudomonas brassicacearum,FALSE
Pseudomonas brenneri,FALSE
Pseudomonas cedrina,FALSE
Pseudomonas cerasi,FALSE
Pseudomonas chlororaphis,FALSE
Pseudomonas cichorii,FALSE
Pseudomonas citronellolis,FALSE
Pseudomonas composti,FALSE
Pseudomonas coronafaciens,FALSE
Pseudomonas corrugata,FALSE
Pseudomonas cremoricolorata,FALSE
Pseudomonas denitrificans (nom. rej.),FALSE
Pseudomonas entomophila,FALSE
Pseudomonas extremaustralis,FALSE
Pseudomonas extremorientalis,FALSE
Pseudomonas fluorescens,TRUE
Pseudomonas fragi,FALSE
Pseudomonas frederiksbergensis,FALSE
Pseudomonas fulva,FALSE
Pseudomonas furukawaii,FALSE
Pseudomonas fuscovaginae,FALSE
Pseudomonas glycinae,FALSE
Pseudomonas graminis,FALSE
Pseudomonas granadensis,FALSE
Pseudomonas guangdongensis,FALSE
Pseudomonas knackmussii,FALSE
Pseudomonas koreensis,FALSE
Pseudomonas kribbensis,FALSE
Pseudomonas lactis,FALSE
Pseudomonas lalkuanensis,FALSE
Pseudomonas libanensis,FALSE
Pseudomonas lini,FALSE
Pseudomonas litoralis,FALSE
Pseudomonas lundensis,FALSE
Pseudomonas lurida,FALSE
Pseudomonas luteola,FALSE
Pseudomonas mandelii,FALSE
Pseudomonas marincola,FALSE
Pseudomonas mediterranea,FALSE
Pseudomonas mendocina,FALSE
Pseudomonas migulae,FALSE
Pseudomonas monteilii,FALSE
Pseudomonas moraviensis,FALSE
Pseudomonas mosselii,FALSE
Pseudomonas mucidolens,FALSE
Pseudomonas multiresinivorans,FALSE
Pseudomonas nitroreducens,FALSE
Pseudomonas oleovorans,FALSE
Pseudomonas orientalis,FALSE
Pseudomonas oryzae,FALSE
Pseudomonas oryzihabitans,FALSE
Pseudomonas otitidis,FALSE
Pseudomonas palleroniana,FALSE
Pseudomonas parafulva,FALSE
Pseudomonas pelagia,FALSE
Pseudomonas plecoglossicida,FALSE
Pseudomonas poae,FALSE
Pseudomonas pohangensis,FALSE
Pseudomonas prosekii,FALSE
Pseudomonas protegens,FALSE
Pseudomonas psychrophila,FALSE
Pseudomonas psychrotolerans,FALSE
Pseudomonas putida,TRUE
Pseudomonas reinekei,FALSE
Pseudomonas resinovorans,FALSE
Pseudomonas rhizosphaerae,FALSE
Pseudomonas rhodesiae,FALSE
Pseudomonas sabulinigri,FALSE
Pseudomonas salegens,FALSE
Pseudomonas saudiphocaensis,FALSE
Pseudomonas savastanoi,FALSE
Pseudomonas sediminis,FALSE
Pseudomonas sihuiensis,FALSE
Pseudomonas silesiensis,FALSE
Pseudomonas simiae,FALSE
Pseudomonas soli,FALSE
Pseudomonas sp. 02C 26,FALSE
Pseudomonas sp. 09C 129,FALSE
Pseudomonas sp. 11K1,FALSE
Pseudomonas sp. 13159349,FALSE
Pseudomonas sp. 14181154,FALSE
Pseudomonas sp. 1909-1,FALSE
Pseudomonas sp. 31-12,FALSE
Pseudomonas sp. 7SR1,FALSE
Pseudomonas sp. A214,FALSE
Pseudomonas sp. ABC1,FALSE
Pseudomonas sp. ACM7,FALSE
Pseudomonas sp. ADAK13,FALSE
Pseudomonas sp. ADAK18,FALSE
Pseudomonas sp. ADAK22,FALSE
Pseudomonas sp. ADPe,FALSE
Pseudomonas sp. ATCC 13867,FALSE
Pseudomonas sp. ATCC 43928,FALSE
Pseudomonas sp. B10,FALSE
Pseudomonas sp. B11D7D,FALSE
Pseudomonas sp. B14-6,FALSE
Pseudomonas sp. BIGb0427,FALSE
Pseudomonas sp. BIOMIG1BAC,FALSE
Pseudomonas sp. BJP69,FALSE
Pseudomonas sp. C27(2019),FALSE
Pseudomonas sp. CC6-YY-74,FALSE
Pseudomonas sp. CCOS 191,FALSE
Pseudomonas sp. CFA,FALSE
Pseudomonas sp. CFSAN084952,FALSE
Pseudomonas sp. CMR12a,FALSE
Pseudomonas sp. CMR5c,FALSE
Pseudomonas sp. DG56-2,FALSE
Pseudomonas sp. DR 5-09,FALSE
Pseudomonas sp. DTU12.1,FALSE
Pseudomonas sp. DTU12.3,FALSE
Pseudomonas sp. DY-1,FALSE
Pseudomonas sp. FDAARGOS_380,FALSE
Pseudomonas sp. FGI182,FALSE
Pseudomonas sp. gcc21,FALSE
Pseudomonas sp. GR 6-02,FALSE
Pseudomonas sp. HLS-6,FALSE
Pseudomonas sp. IB20,FALSE
Pseudomonas sp. IzPS23,FALSE
Pseudomonas sp. IzPS32d,FALSE
Pseudomonas sp. IzPS59,FALSE
Pseudomonas sp. J380,FALSE
Pseudomonas sp. K2W31S-8,FALSE
Pseudomonas sp. L22-9,FALSE
Pseudomonas sp. LAB-08,FALSE
Pseudomonas sp. LBUM920,FALSE
Pseudomonas sp. Leaf58,FALSE
Pseudomonas sp. LG1D9,FALSE
Pseudomonas sp. LG1E9,FALSE
Pseudomonas sp. LH1G9,FALSE
Pseudomonas sp. LPH1,FALSE
Pseudomonas sp. LTJR-52,FALSE
Pseudomonas sp. Lz4W,FALSE
Pseudomonas sp. M30-35,FALSE
Pseudomonas sp. MPC6,FALSE
Pseudomonas sp. MPDS,FALSE
Pseudomonas sp. MRSN12121,FALSE
Pseudomonas sp. MSPm1,FALSE
Pseudomonas sp. MYb193,FALSE
Pseudomonas sp. NC02,FALSE
Pseudomonas sp. NIBRBAC000502773,FALSE
Pseudomonas sp. NP-1,FALSE
Pseudomonas sp. NS1(2017),FALSE
Pseudomonas sp. OIL-1,FALSE
Pseudomonas sp. Os17,FALSE
Pseudomonas sp. phDV1,FALSE
Pseudomonas sp. R1-43-08,FALSE
Pseudomonas sp. R11-23-07,FALSE
Pseudomonas sp. R2-60-08W,FALSE
Pseudomonas sp. R2A2,FALSE
Pseudomonas sp. R3-18-08,FALSE
Pseudomonas sp. R3-52-08,FALSE
Pseudomonas sp. R32,FALSE
Pseudomonas sp. R4-34-07,FALSE
Pseudomonas sp. R4-35-07,FALSE
Pseudomonas sp. R5-89-07,FALSE
Pseudomonas sp. R76,FALSE
Pseudomonas sp. R84,FALSE
Pseudomonas sp. RU47,FALSE
Pseudomonas sp. S-6-2,FALSE
Pseudomonas sp. S09G 359,FALSE
Pseudomonas sp. S1-A32-2,FALSE
Pseudomonas sp. S150,FALSE
Pseudomonas sp. S34,FALSE
Pseudomonas sp. S35,FALSE
